,item,seen,picked,pick_rate
30,"{""effects"": [{""type"": ""Heal"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",25,5,0.2
31,"{""effects"": [{""type"": ""Heal"", ""target"": ""self"", ""value"": 1}, {""type"": ""Tempo"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,0,0.0
32,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, {""type"": ""Heal"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",12,6,0.5
33,"{""effects"": [null, {""type"": ""Rain"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
34,"{""effects"": [null, {""type"": ""Draw"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,7,0.5
35,"{""effects"": [{""type"": ""Rain"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,3,0.21428571428571427
36,"{""effects"": [{""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",15,9,0.6
37,"{""effects"": [null, {""type"": ""Cool"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",17,9,0.5294117647058824
38,"{""effects"": [null, {""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",12,1,0.08333333333333333
39,"{""effects"": [null, {""type"": ""PlayNextTwice"", ""target"": ""self"", ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",16,1,0.0625
40,"{""effects"": [null, {""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",31,1,0.03225806451612903
41,"{""effects"": [null, {""type"": ""PowerMax"", ""target"": ""self"", ""value"": null}, {""type"": ""HalveHP"", ""target"": ""self"", ""value"": null}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
42,"{""effects"": [null, null, {""type"": ""Blaze"", ""target"": ""self"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
43,"{""effects"": [{""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 2}, null, {""type"": ""Suspend"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,2,0.3333333333333333
44,"{""effects"": [null, {""type"": ""Respect"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",11,4,0.36363636363636365
45,"{""effects"": [{""type"": ""PreventNextDamage"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
46,"{""effects"": [{""type"": ""Absorb"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",22,2,0.09090909090909091
47,"{""effects"": [{""type"": ""Block"", ""target"": ""self"", ""value"": 4}, null, {""type"": ""Cooldown"", ""target"": ""self"", ""value"": 1}], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,0,0.0
48,"{""effects"": [null, null, {""type"": ""Drain"", ""target"": ""opponent"", ""value"": 3}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",9,9,1.0
49,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""CardInDiscardBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",12,1,0.08333333333333333
50,"{""effects"": [null, {""type"": ""Improvise"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",11,5,0.45454545454545453
51,"{""effects"": [null, null, {""type"": ""Paralyze"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
52,"{""effects"": [null, {""type"": ""Eat"", ""target"": ""self"", ""value"": null}, {""type"": ""Fish"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",19,2,0.10526315789473684
53,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, {""type"": ""Block"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",11,0,0.0
54,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 2}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",28,20,0.7142857142857143
55,"{""effects"": [null, {""type"": ""Flood"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,1,0.07142857142857142
56,"{""effects"": [{""type"": ""Paralyze"", ""target"": ""opponent"", ""value"": null}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
57,"{""effects"": [null, {""type"": ""Paralyze"", ""target"": ""opponent"", ""value"": null}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",19,4,0.21052631578947367
58,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""BlockBonus"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,5,0.35714285714285715
59,"{""effects"": [{""type"": ""MissingHpBonus"", ""target"": ""self"", ""value"": 1}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,2,1.0
60,"{""effects"": [{""type"": ""Replica"", ""target"": ""self"", ""value"": null}, {""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",10,0,0.0
61,"{""effects"": [null, null, {""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
62,"{""effects"": [{""type"": ""ChargeShot"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,6,0.42857142857142855
63,"{""effects"": [null, {""type"": ""Power"", ""target"": ""self"", ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",5,5,1.0
64,"{""effects"": [null, {""type"": ""Burn"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",8,2,0.25
65,"{""effects"": [null, {""type"": ""Focus"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
66,"{""effects"": [null, {""type"": ""Absorb"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,1,0.25
67,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, {""type"": ""Damage"", ""target"": ""self"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,3,0.75
68,"{""effects"": [{""type"": ""Cool"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
69,"{""effects"": [{""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 1}, {""type"": ""Free"", ""target"": null, ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
70,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,0,0.0
71,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,1,0.3333333333333333
72,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Chain"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
73,"{""effects"": [null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 3}, {""type"": ""Heal"", ""target"": ""opponent"", ""value"": 2}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
74,"{""effects"": [null, {""type"": ""Mirror"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",7,1,0.14285714285714285
75,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, {""type"": ""Damage"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,2,1.0
76,"{""effects"": [null, {""type"": ""Cleanse"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
77,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Rightmost"", ""target"": ""self"", ""value"": 2}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
78,"{""effects"": [null, {""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 2}, {""type"": ""Suspend"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
79,"{""effects"": [{""type"": ""GiveHeavyRecoil"", ""target"": ""opponent"", ""value"": 2}, null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
80,"{""effects"": [{""type"": ""GoHam"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
81,"{""effects"": [{""type"": ""Ignite"", ""target"": ""self"", ""value"": null}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
82,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
83,"{""effects"": [null, {""type"": ""Purge"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
84,"{""effects"": [null, {""type"": ""GoHam"", ""target"": ""self"", ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",5,4,0.8
85,"{""effects"": [null, null, {""type"": ""Reflect"", ""target"": ""self"", ""value"": 2}], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
86,"{""effects"": [null, {""type"": ""Blaze"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,0,0.0
87,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
88,"{""effects"": [{""type"": ""Heal"", ""target"": ""self"", ""value"": 3}, {""type"": ""Heal"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
89,"{""effects"": [{""type"": ""Phoenix"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
90,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Rightmost"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
91,"{""effects"": [{""type"": ""Rightmost"", ""target"": ""self"", ""value"": 2}, null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
92,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, null, {""type"": ""Discard"", ""target"": ""self"", ""value"": 3}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
93,"{""effects"": [{""type"": ""Leech"", ""target"": ""opponent"", ""value"": 2}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,2,1.0
94,"{""effects"": [null, null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 2}], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
95,"{""effects"": [{""type"": ""Chain"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
96,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 0}, null, {""type"": ""Ferment"", ""target"": null, ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
97,"{""effects"": [null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
98,"{""effects"": [null, null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
99,"{""effects"": [{""type"": ""CardInDiscardBonus"", ""target"": ""self"", ""value"": 1}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
100,"{""effects"": [null, {""type"": ""Mold"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
101,"{""effects"": [{""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, {""type"": ""Replica"", ""target"": ""self"", ""value"": null}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
102,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""CardsPlayedBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
103,"{""effects"": [{""type"": ""MultiplyNextAttack"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
104,"{""effects"": [null, {""type"": ""Sweep"", ""target"": ""opponent"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
105,"{""effects"": [{""type"": ""Ferment"", ""target"": null, ""value"": null}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 0}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
106,"{""effects"": [null, {""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 2}, {""type"": ""WeakenThis"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
107,"{""effects"": [null, null, {""type"": ""Quickdraw"", ""target"": ""self"", ""value"": 2}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
108,"{""effects"": [{""type"": ""Power"", ""target"": ""opponent"", ""value"": null}, {""type"": ""PreventNextDamage"", ""target"": ""self"", ""value"": null}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
109,"{""effects"": [{""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
110,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Storm"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
111,"{""effects"": [null, {""type"": ""FreeRightOf"", ""target"": ""self"", ""value"": null}, {""type"": ""Cycle"", ""target"": ""self"", ""value"": null}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
112,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
113,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""CardInHandBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
114,"{""effects"": [{""type"": ""Absorb"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
115,"{""effects"": [{""type"": ""Discard"", ""target"": ""self"", ""value"": 3}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
116,"{""effects"": [{""type"": ""Block"", ""target"": ""self"", ""value"": 1}, {""type"": ""Free"", ""target"": null, ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
117,"{""effects"": [null, {""type"": ""ChargeShot"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
118,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
