,item,seen,picked,pick_rate
50,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, {""type"": ""Damage"", ""target"": ""self"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,1,0.25
51,"{""effects"": [null, {""type"": ""Blaze"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,1,0.25
52,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""BlockBonus"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",8,3,0.375
53,"{""effects"": [null, null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
54,"{""effects"": [{""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 2}, {""type"": ""Suspend"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,2,1.0
55,"{""effects"": [null, {""type"": ""ChargeShot"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
56,"{""effects"": [{""type"": ""Replica"", ""target"": ""self"", ""value"": null}, {""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",20,0,0.0
57,"{""effects"": [null, null, {""type"": ""Drain"", ""target"": ""opponent"", ""value"": 3}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",22,21,0.9545454545454546
58,"{""effects"": [null, {""type"": ""PowerMax"", ""target"": ""self"", ""value"": null}, {""type"": ""HalveHP"", ""target"": ""self"", ""value"": null}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,0,0.0
59,"{""effects"": [{""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 2}, null, {""type"": ""Suspend"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,6,0.42857142857142855
60,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, {""type"": ""Block"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,0,0.0
61,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
62,"{""effects"": [null, {""type"": ""GainMushroom"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",5,2,0.4
63,"{""effects"": [null, null, {""type"": ""Grow"", ""target"": ""self"", ""value"": 1}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
64,"{""effects"": [null, {""type"": ""Mirror"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",13,1,0.07692307692307693
65,"{""effects"": [{""type"": ""Eat"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Fish"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
66,"{""effects"": [{""type"": ""Rain"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,6,0.42857142857142855
67,"{""effects"": [null, {""type"": ""Draw"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",9,2,0.2222222222222222
68,"{""effects"": [{""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",38,8,0.21052631578947367
69,"{""effects"": [{""type"": ""Chain"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",7,4,0.5714285714285714
70,"{""effects"": [null, null, {""type"": ""Cleanse"", ""target"": ""self"", ""value"": 1}], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
71,"{""effects"": [null, {""type"": ""Focus"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,0,0.0
72,"{""effects"": [{""type"": ""Paralyze"", ""target"": ""opponent"", ""value"": null}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,0,0.0
73,"{""effects"": [null, {""type"": ""MissingHpBonus"", ""target"": ""self"", ""value"": 1}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
74,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, null, {""type"": ""Discard"", ""target"": ""self"", ""value"": 3}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,2,1.0
75,"{""effects"": [{""type"": ""Explode"", ""target"": ""opponent"", ""value"": 3}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
76,"{""effects"": [null, null, {""type"": ""Rain"", ""target"": ""self"", ""value"": 2}], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
77,"{""effects"": [null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
78,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
79,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Storm"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
80,"{""effects"": [{""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 1}, {""type"": ""Free"", ""target"": null, ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
81,"{""effects"": [null, {""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 2}, {""type"": ""WeakenThis"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,1,0.25
82,"{""effects"": [null, {""type"": ""GoHam"", ""target"": ""self"", ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,5,0.8333333333333334
83,"{""effects"": [null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}, {""type"": ""PreventNextDamage"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
84,"{""effects"": [{""type"": ""Ferment"", ""target"": null, ""value"": null}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 0}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,0,0.0
85,"{""effects"": [null, null, {""type"": ""Mold"", ""target"": ""opponent"", ""value"": 2}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
86,"{""effects"": [{""type"": ""Heal"", ""target"": ""opponent"", ""value"": 2}, null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 3}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
87,"{""effects"": [{""type"": ""MultiplyNextAttack"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
88,"{""effects"": [null, null, {""type"": ""Purge"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
89,"{""effects"": [{""type"": ""Power"", ""target"": ""opponent"", ""value"": null}, {""type"": ""GiveHeavyRecoil"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
90,"{""effects"": [null, null, {""type"": ""Quickdraw"", ""target"": ""self"", ""value"": 2}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,0,0.0
91,"{""effects"": [{""type"": ""Phoenix"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
92,"{""effects"": [null, null, {""type"": ""Absorb"", ""target"": ""self"", ""value"": 2}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
93,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""CardInHandBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
94,"{""effects"": [null, null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 2}], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
95,"{""effects"": [null, {""type"": ""Purge"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
96,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Rightmost"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
97,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
98,"{""effects"": [null, null, {""type"": ""MultiplyNextAttack"", ""target"": ""self"", ""value"": null}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
99,"{""effects"": [null, null, {""type"": ""Improvise"", ""target"": ""self"", ""value"": null}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
100,"{""effects"": [null, {""type"": ""Explode"", ""target"": ""opponent"", ""value"": 3}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
101,"{""effects"": [{""type"": ""Block"", ""target"": ""self"", ""value"": 1}, {""type"": ""Free"", ""target"": null, ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
102,"{""effects"": [{""type"": ""Burn"", ""target"": ""opponent"", ""value"": 2}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
103,"{""effects"": [{""type"": ""CardInDiscardBonus"", ""target"": ""self"", ""value"": 1}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
104,"{""effects"": [null, {""type"": ""Mold"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
105,"{""effects"": [{""type"": ""PreventNextDamage"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
106,"{""effects"": [null, {""type"": ""Fish"", ""target"": ""self"", ""value"": null}, {""type"": ""Eat"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
107,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Ignite"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,3,1.0
108,"{""effects"": [{""type"": ""GiveHeavyRecoil"", ""target"": ""opponent"", ""value"": 2}, null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
109,"{""effects"": [null, {""type"": ""Block"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
110,"{""effects"": [null, {""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 2}, {""type"": ""Suspend"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
111,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,2,1.0
112,"{""effects"": [null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 3}, {""type"": ""Heal"", ""target"": ""opponent"", ""value"": 2}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
113,"{""effects"": [{""type"": ""Cool"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
114,"{""effects"": [null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 1}, {""type"": ""Free"", ""target"": null, ""value"": null}], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
115,"{""effects"": [null, {""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, {""type"": ""Replica"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
116,"{""effects"": [null, null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 2}], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
117,"{""effects"": [null, {""type"": ""Sweep"", ""target"": ""opponent"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
118,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Rightmost"", ""target"": ""self"", ""value"": 2}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
119,"{""effects"": [{""type"": ""Leech"", ""target"": ""opponent"", ""value"": 2}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
120,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
121,"{""effects"": [{""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
