,item,seen,picked,pick_rate
13,"{""effects"": [{""type"": ""ChargeShot"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",15,3,0.2
14,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, {""type"": ""Heal"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,6,0.42857142857142855
15,"{""effects"": [{""type"": ""Heal"", ""target"": ""self"", ""value"": 3}, null, {""type"": ""Heal"", ""target"": ""opponent"", ""value"": 2}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",26,14,0.5384615384615384
16,"{""effects"": [null, {""type"": ""Free"", ""target"": null, ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",26,2,0.07692307692307693
17,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Rightmost"", ""target"": ""self"", ""value"": 2}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
18,"{""effects"": [{""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",16,9,0.5625
19,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, {""type"": ""Block"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,1,0.07142857142857142
20,"{""effects"": [{""type"": ""Cool"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,2,1.0
21,"{""effects"": [{""type"": ""Cleanse"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",32,2,0.0625
22,"{""effects"": [null, {""type"": ""PreventNextDamage"", ""target"": ""self"", ""value"": null}, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",22,11,0.5
23,"{""effects"": [null, {""type"": ""PowerMax"", ""target"": ""self"", ""value"": null}, {""type"": ""HalveHP"", ""target"": ""self"", ""value"": null}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",5,0,0.0
24,"{""effects"": [null, {""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",9,1,0.1111111111111111
25,"{""effects"": [null, {""type"": ""Improvise"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",20,4,0.2
26,"{""effects"": [null, {""type"": ""Phoenix"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",53,1,0.018867924528301886
27,"{""effects"": [{""type"": ""MissingHpBonus"", ""target"": ""self"", ""value"": 1}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
28,"{""effects"": [null, {""type"": ""Chain"", ""target"": ""self"", ""value"": null}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",50,38,0.76
29,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,2,0.6666666666666666
30,"{""effects"": [{""type"": ""Absorb"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",26,6,0.23076923076923078
31,"{""effects"": [null, {""type"": ""Paralyze"", ""target"": ""opponent"", ""value"": null}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",27,10,0.37037037037037035
32,"{""effects"": [null, {""type"": ""Power"", ""target"": ""self"", ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,6,1.0
33,"{""effects"": [null, {""type"": ""Eat"", ""target"": ""self"", ""value"": null}, {""type"": ""Fish"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",25,6,0.24
34,"{""effects"": [{""type"": ""GainMushroom"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",29,13,0.4482758620689655
35,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""MissingHpBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",54,44,0.8148148148148148
36,"{""effects"": [null, {""type"": ""Leech"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",18,9,0.5
37,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 2}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",41,36,0.8780487804878049
38,"{""effects"": [null, {""type"": ""Respect"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",17,7,0.4117647058823529
39,"{""effects"": [null, {""type"": ""Cool"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,6,0.42857142857142855
40,"{""effects"": [{""type"": ""Purge"", ""target"": ""opponent"", ""value"": 1}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",37,9,0.24324324324324326
41,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 0}, {""type"": ""Ferment"", ""target"": null, ""value"": null}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",30,13,0.43333333333333335
42,"{""effects"": [null, null, {""type"": ""Quickdraw"", ""target"": ""self"", ""value"": 2}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
43,"{""effects"": [null, {""type"": ""GiveHeavyRecoil"", ""target"": ""opponent"", ""value"": 2}, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",22,3,0.13636363636363635
44,"{""effects"": [{""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",19,9,0.47368421052631576
45,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""BlockBonus"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",14,3,0.21428571428571427
46,"{""effects"": [null, {""type"": ""PlayNextTwice"", ""target"": ""self"", ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",22,1,0.045454545454545456
47,"{""effects"": [null, null, {""type"": ""Drain"", ""target"": ""opponent"", ""value"": 3}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",21,19,0.9047619047619048
48,"{""effects"": [null, {""type"": ""Flood"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",13,1,0.07692307692307693
49,"{""effects"": [{""type"": ""Replica"", ""target"": ""self"", ""value"": null}, {""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",21,1,0.047619047619047616
50,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""CardInDiscardBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",23,3,0.13043478260869565
51,"{""effects"": [null, {""type"": ""Burn"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",12,6,0.5
52,"{""effects"": [null, null, {""type"": ""GainMoney"", ""target"": ""self"", ""value"": 10}], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",20,3,0.15
53,"{""effects"": [{""type"": ""Rain"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",13,7,0.5384615384615384
54,"{""effects"": [null, {""type"": ""Reflect"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",15,12,0.8
55,"{""effects"": [null, {""type"": ""Mirror"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",10,1,0.1
56,"{""effects"": [{""type"": ""Heal"", ""target"": ""self"", ""value"": 1}, {""type"": ""Tempo"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,0,0.0
57,"{""effects"": [null, {""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 2}, {""type"": ""Suspend"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
58,"{""effects"": [{""type"": ""PowerMax"", ""target"": ""self"", ""value"": null}, null, {""type"": ""HalveHP"", ""target"": ""self"", ""value"": null}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
59,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
60,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Ignite"", ""target"": ""self"", ""value"": null}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,2,0.3333333333333333
61,"{""effects"": [{""type"": ""Rightmost"", ""target"": ""self"", ""value"": 2}, null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,3,0.75
62,"{""effects"": [null, {""type"": ""Draw"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",17,6,0.35294117647058826
63,"{""effects"": [null, {""type"": ""GoHam"", ""target"": ""self"", ""value"": null}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",7,3,0.42857142857142855
64,"{""effects"": [null, null, {""type"": ""Cool"", ""target"": ""self"", ""value"": 2}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
65,"{""effects"": [{""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 2}, null, {""type"": ""Suspend"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",13,8,0.6153846153846154
66,"{""effects"": [null, {""type"": ""Blaze"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
67,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""CardInHandBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,0,0.0
68,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, null, {""type"": ""Discard"", ""target"": ""self"", ""value"": 3}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
69,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, null, {""type"": ""MissingHpBonus"", ""target"": ""self"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
70,"{""effects"": [{""type"": ""PreventNextDamage"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
71,"{""effects"": [{""type"": ""Absorb"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",4,1,0.25
72,"{""effects"": [null, {""type"": ""Mold"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
73,"{""effects"": [{""type"": ""GiveHeavyRecoil"", ""target"": ""opponent"", ""value"": 2}, null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,0,0.0
74,"{""effects"": [{""type"": ""Block"", ""target"": ""self"", ""value"": 4}, null, {""type"": ""Cooldown"", ""target"": ""self"", ""value"": 1}], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",5,0,0.0
75,"{""effects"": [{""type"": ""Heal"", ""target"": ""self"", ""value"": 3}, {""type"": ""Heal"", ""target"": ""opponent"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
76,"{""effects"": [null, {""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 2}, {""type"": ""WeakenThis"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",7,1,0.14285714285714285
77,"{""effects"": [{""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""CardsPlayedBonus"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",9,7,0.7777777777777778
78,"{""effects"": [null, {""type"": ""Absorb"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,0,0.0
79,"{""effects"": [{""type"": ""GainMusicNote"", ""target"": ""self"", ""value"": 1}, {""type"": ""Free"", ""target"": null, ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,0,0.0
80,"{""effects"": [null, null, {""type"": ""Reflect"", ""target"": ""self"", ""value"": 2}], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
81,"{""effects"": [null, {""type"": ""Focus"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",6,1,0.16666666666666666
82,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, {""type"": ""Chain"", ""target"": ""self"", ""value"": null}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
83,"{""effects"": [{""type"": ""PlayNextTwice"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
84,"{""effects"": [{""type"": ""Free"", ""target"": null, ""value"": null}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
85,"{""effects"": [null, {""type"": ""CardInDiscardBonus"", ""target"": ""self"", ""value"": 1}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
86,"{""effects"": [{""type"": ""CardInDiscardBonus"", ""target"": ""self"", ""value"": 1}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
87,"{""effects"": [null, null, {""type"": ""Paralyze"", ""target"": ""opponent"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
88,"{""effects"": [null, null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,1,0.3333333333333333
89,"{""effects"": [{""type"": ""Reflect"", ""target"": ""self"", ""value"": 2}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
90,"{""effects"": [null, {""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, {""type"": ""Replica"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
91,"{""effects"": [null, {""type"": ""Heal"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
92,"{""effects"": [{""type"": ""Ferment"", ""target"": null, ""value"": null}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 0}, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
93,"{""effects"": [null, null, {""type"": ""Cleanse"", ""target"": ""self"", ""value"": 1}], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
94,"{""effects"": [{""type"": ""Explode"", ""target"": ""opponent"", ""value"": 3}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
95,"{""effects"": [{""type"": ""Eat"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Fish"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,0,0.0
96,"{""effects"": [null, {""type"": ""Power"", ""target"": ""opponent"", ""value"": null}, {""type"": ""PreventNextDamage"", ""target"": ""self"", ""value"": null}], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
97,"{""effects"": [{""type"": ""BoostAdjacent"", ""target"": ""self"", ""value"": 2}, null, {""type"": ""WeakenThis"", ""target"": ""self"", ""value"": 1}], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
98,"{""effects"": [{""type"": ""Discard"", ""target"": ""self"", ""value"": 3}, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,1,0.5
99,"{""effects"": [{""type"": ""Chain"", ""target"": ""self"", ""value"": null}, null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
100,"{""effects"": [null, {""type"": ""Block"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,0,0.0
101,"{""effects"": [{""type"": ""Grow"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
102,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
103,"{""effects"": [null, {""type"": ""Damage"", ""target"": ""opponent"", ""value"": 3}, {""type"": ""Damage"", ""target"": ""self"", ""value"": 1}], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
104,"{""effects"": [{""type"": ""MultiplyNextAttack"", ""target"": ""self"", ""value"": null}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",3,1,0.3333333333333333
105,"{""effects"": [{""type"": ""Sweep"", ""target"": ""opponent"", ""value"": null}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
106,"{""effects"": [null, {""type"": ""ChargeShot"", ""target"": ""self"", ""value"": 2}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
107,"{""effects"": [null, {""type"": ""Sweep"", ""target"": ""opponent"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
108,"{""effects"": [null, {""type"": ""ElementUp"", ""target"": ""self"", ""value"": null}, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
109,"{""effects"": [null, {""type"": ""Cleanse"", ""target"": ""self"", ""value"": 1}, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",2,0,0.0
110,"{""effects"": [{""type"": ""Paralyze"", ""target"": ""opponent"", ""value"": null}, null, null], ""element"": ""umami"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
111,"{""effects"": [{""type"": ""Burn"", ""target"": ""opponent"", ""value"": 2}, null, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,1,1.0
112,"{""effects"": [{""type"": ""Flood"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
113,"{""effects"": [{""type"": ""Phoenix"", ""target"": ""self"", ""value"": 1}, null, null], ""element"": ""fire"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
114,"{""effects"": [{""type"": ""Block"", ""target"": ""self"", ""value"": 1}, {""type"": ""Free"", ""target"": null, ""value"": null}, null], ""element"": ""jazz"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
115,"{""effects"": [{""type"": ""Mirror"", ""target"": ""opponent"", ""value"": 1}, null, null], ""element"": ""none"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
116,"{""effects"": [null, {""type"": ""DoubleBlock"", ""target"": ""self"", ""value"": null}, {""type"": ""Cycle"", ""target"": ""self"", ""value"": null}], ""element"": ""water"", ""legality"": ""legal"", ""viewType"": ""standard""}",1,0,0.0
